source,"source_file","publish_date","ingested_at",address,"product_description",postcode,"product_price","brand_description","trading_name",location,"site_features"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2514 Mandurah Rd","98 RON","6,175","201.9",BP,"BP Singleton",SINGLETON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","128 West Coast Dr",ULP,"6,020","176.9",BP,"BP Sorrento",SORRENTO,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","188 Spencer St",Diesel,"6,230","229.9",BP,"BP South Bunbury","SOUTH BUNBURY","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","229B Hampton Rd",PULP,"6,162","192.9",BP,"BP South Fremantle","SOUTH FREMANTLE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","8 Sirius St","Brand Diesel","6,426","231.9",BP,"BP Southern Cross","SOUTHERN CROSS","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","8 Sirius St","98 RON","6,426","216.9",BP,"BP Southern Cross","SOUTHERN CROSS","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","30 Angove Rd",ULP,"6,330","186.9",BP,"BP Spencer Park Service Station","SPENCER PARK","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","30 Angove Rd","98 RON","6,330","205.9",BP,"BP Spencer Park Service Station","SPENCER PARK","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","13724 Great Eastern Hwy",ULP,"6,556","175.9",BP,"BP The Lakes Roadhouse","THE LAKES","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","13724 Great Eastern Hwy",PULP,"6,556","190.9",BP,"BP The Lakes Roadhouse","THE LAKES","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","13724 Great Eastern Hwy",Diesel,"6,556","223.9",BP,"BP The Lakes Roadhouse","THE LAKES","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","13724 Great Eastern Hwy","Brand Diesel","6,556","227.9",BP,"BP The Lakes Roadhouse","THE LAKES","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","13724 Great Eastern Hwy","98 RON","6,556","199.9",BP,"BP The Lakes Roadhouse","THE LAKES","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","20 Tudhoe St","98 RON","6,315","219.9",BP,"BP Wagin OPT",WAGIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","430 Safety Bay Rd","Brand Diesel","6,169","222.9",BP,"BP Waikiki","SAFETY BAY","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","18 Nockolds St",ULP,"6,398","195.9",BP,"BP Walpole",WALPOLE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","18 Nockolds St",Diesel,"6,398","232.9",BP,"BP Walpole",WALPOLE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","18 Nockolds St","98 RON","6,398","216.9",BP,"BP Walpole",WALPOLE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Ballantyne Rd",PULP,"6,105","190.9",BP,"BP Welshpool",KEWDALE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","85 Queen Victoria St",PULP,"6,160","191.9",BP,"BP Westgate",FREMANTLE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","85 Queen Victoria St","98 RON","6,160","201.9",BP,"BP Westgate",FREMANTLE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","16 Albany Hwy",Diesel,"6,391","235.9",BP,"BP Williams Roadhouse",WILLIAMS,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","16 Albany Hwy","98 RON","6,391","211.9",BP,"BP Williams Roadhouse",WILLIAMS,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","190 North West Coastal Hwy",ULP,"6,530","181.9",BP,"BP Wonthella Service Station",WEBBERTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","380 Great Eastern Hwy",ULP,"6,056","177.9",BP,"BP Woodbridge",WOODBRIDGE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","380 Great Eastern Hwy",LPG,"6,056","149.9",BP,"BP Woodbridge",WOODBRIDGE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","80-82 Great Northern Hwy",ULP,"6,612","219.9",BP,"BP Wubin",WUBIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","80-82 Great Northern Hwy",LPG,"6,612","239.9",BP,"BP Wubin",WUBIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","80-82 Great Northern Hwy","98 RON","6,612","269.5",BP,"BP Wubin",WUBIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","4 Macpherson St",Diesel,"6,725","240.5","Broome Diesel","Broome Discount Diesel",DJUGUN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","12 Longstaff Ave",ULP,"6,038","167.3",Burk,"Burk Alkimos",ALKIMOS,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","12 Longstaff Ave",Diesel,"6,038","209.3",Burk,"Burk Alkimos",ALKIMOS,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","309 Guildford Rd",PULP,"6,054","179.3",Burk,"Burk Bassendean",BASSENDEAN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","309 Guildford Rd","98 RON","6,054","189.3",Burk,"Burk Bassendean",BASSENDEAN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","545 Bussell Hwy","98 RON","6,280","195.3",Burk,"Burk Broadwater",BROADWATER,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Cnr Westfield Rd & Ypres Rd",ULP,"6,111","167.3",Burk,"Burk Camillo",CAMILLO,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Cnr Westfield Rd & Ypres Rd",Diesel,"6,111","209.3",Burk,"Burk Camillo",CAMILLO,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","8 Westonia Rd",ULP,"6,423","189.9",Burk,"Burk Carrabin",CARRABIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","274 Gnangara Rd",Diesel,"6,065","203.3",Burk,"Burk Landsdale",LANDSDALE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","274 Gnangara Rd","Brand Diesel","6,065","209.3",Burk,"Burk Landsdale",LANDSDALE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","791 Beaufort St",ULP,"6,050","165.3",Burk,"Burk Mount Lawley","MOUNT LAWLEY","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","791 Beaufort St",Diesel,"6,050","205.3",Burk,"Burk Mount Lawley","MOUNT LAWLEY","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1526 Thomas Rd","Brand Diesel","6,121","201.3",Burk,"Burk Oakford",OAKFORD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","10 Orchard Ave","Brand Diesel","6,112","229.9",Caltex,"Caltex Armadale",ARMADALE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","10 Orchard Ave","98 RON","6,112","203.9",Caltex,"Caltex Armadale",ARMADALE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","67 Ridge Bvd","Brand Diesel","6,171","229.9",Caltex,"Caltex Baldivis",BALDIVIS,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","67 Ridge Bvd","98 RON","6,171","203.9",Caltex,"Caltex Baldivis",BALDIVIS,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","715 Pinjarra Rd",ULP,"6,209","179.9",Caltex,"Caltex Barragup",BARRAGUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","715 Pinjarra Rd","Brand Diesel","6,209","229.9",Caltex,"Caltex Barragup",BARRAGUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","681 Albany Hwy",Diesel,"6,112","225.9",Caltex,"Caltex Bedfordale",BEDFORDALE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","16-20 Clayton St",ULP,"6,056","179.9",Caltex,"Caltex Bellevue",BELLEVUE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","16-20 Clayton St",PULP,"6,056","195.9",Caltex,"Caltex Bellevue",BELLEVUE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","16-20 Clayton St","98 RON","6,056","205.9",Caltex,"Caltex Bellevue",BELLEVUE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","33 Belvidere St","Brand Diesel","6,104","229.9",Caltex,"Caltex Belmont",BELMONT,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1/1163 Albany Hwy","98 RON","6,102","203.9",Caltex,"Caltex Bentley",BENTLEY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","7080 Forrest Hwy",ULP,"6,233","185.9",Caltex,"Caltex Binningup",BINNINGUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","7080 Forrest Hwy",PULP,"6,233","201.9",Caltex,"Caltex Binningup",BINNINGUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Brittain Rd",PULP,"6,230","198.9",Caltex,"Caltex Bunbury South","CAREY PARK","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Brittain Rd","Brand Diesel","6,230","229.9",Caltex,"Caltex Bunbury South","CAREY PARK","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","265 Great Eastern Hwy","Brand Diesel","6,100","229.9",Caltex,"Caltex Burswood",BURSWOOD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","265 Great Eastern Hwy","98 RON","6,100","203.9",Caltex,"Caltex Burswood",BURSWOOD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","99 Causeway Rd","Brand Diesel","6,280","233.9",Caltex,"Caltex Busselton",BUSSELTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","99 Causeway Rd","98 RON","6,280","209.9",Caltex,"Caltex Busselton",BUSSELTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","8 Kardan Bvd",ULP,"6,122","175.9",Caltex,"Caltex Byford",BYFORD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","8 Kardan Bvd",PULP,"6,122","191.9",Caltex,"Caltex Byford",BYFORD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","8 Kardan Bvd","Brand Diesel","6,122","219.9",Caltex,"Caltex Byford",BYFORD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Lot 6 Beckwith Rd","98 RON","6,450","216.9",Caltex,"Caltex Chadwick OPT",CHADWICK,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","393 Canning Hwy",PULP,"6,152","193.9",Caltex,"Caltex Como",COMO,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","393 Canning Hwy","Brand Diesel","6,152","229.9",Caltex,"Caltex Como",COMO,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","8 Repton St",ULP,"6,055","175.9",Caltex,"Caltex Dayton",DAYTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","8 Repton St",PULP,"6,055","191.9",Caltex,"Caltex Dayton",DAYTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 The Gateway",ULP,"6,027","179.9",Caltex,"Caltex Edgewater",EDGEWATER,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 The Gateway","Brand Diesel","6,027","223.9",Caltex,"Caltex Edgewater",EDGEWATER,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","4 Remisko Dr",ULP,"6,112","179.9",Caltex,"Caltex Forrestdale",FORRESTDALE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","4 Remisko Dr","Brand Diesel","6,112","223.9",Caltex,"Caltex Forrestdale",FORRESTDALE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1400 Great Eastern Hwy","Brand Diesel","6,071","225.9",Caltex,"Caltex Glen Forrest","GLEN FORREST","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1182 Chapman Rd","Brand Diesel","6,532","236.9",Caltex,"Caltex Glenfield",GLENFIELD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1182 Chapman Rd","98 RON","6,532","209.9",Caltex,"Caltex Glenfield",GLENFIELD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Wishart St","Brand Diesel","6,018","229.9",Caltex,"Caltex Gwelup",GWELUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","224 Clontarf Rd","Brand Diesel","6,163","225.9",Caltex,"Caltex Hamilton Hill North","HAMILTON HILL","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","216 Rockingham Rd",ULP,"6,163","177.9",Caltex,"Caltex Hamilton Hill South","HAMILTON HILL","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","216 Rockingham Rd","Brand Diesel","6,163","225.9",Caltex,"Caltex Hamilton Hill South","HAMILTON HILL","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","216 Rockingham Rd","98 RON","6,163","203.9",Caltex,"Caltex Hamilton Hill South","HAMILTON HILL","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","81 Quill Way",ULP,"6,166","179.9",Caltex,"Caltex Henderson OPT",HENDERSON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","81 Quill Way","Brand Diesel","6,166","223.9",Caltex,"Caltex Henderson OPT",HENDERSON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","494 Kalamunda Rd",PULP,"6,057","195.9",Caltex,"Caltex High Wycombe OPT","HIGH WYCOMBE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","77 Egan St","Brand Diesel","6,430","235.9",Caltex,"Caltex Kalgoorlie",KALGOORLIE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","164 Brookton Hwy","98 RON","6,111","205.9",Caltex,"Caltex Karragullen",KARRAGULLEN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2907 Albany Hwy",LPG,"6,111","149.9",Caltex,"Caltex Kelmscott",KELMSCOTT,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","157 Morley Dr",LPG,"6,054","139.9",Caltex,"Caltex Kiara",KIARA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","157 Morley Dr","98 RON","6,054","203.9",Caltex,"Caltex Kiara",KIARA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","4 Ocean St",PULP,"6,167","194.9",Caltex,"Caltex Kwinana Truck Stop","KWINANA BEACH","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","4 Ocean St","98 RON","6,167","205.9",Caltex,"Caltex Kwinana Truck Stop","KWINANA BEACH","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","6 Dollyup St","Brand Diesel","6,210","222.9",Caltex,"Caltex Lakes Road Nambeelup","STAKE HILL","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","220 Gnangara Rd",ULP,"6,065","175.9",Caltex,"Caltex Landsdale",LANDSDALE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","230-234 Nicholson Rd",ULP,"6,147","178.9",Caltex,"Caltex Langford",LANGFORD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","194 Canning Rd",ULP,"6,076","179.9",Caltex,"Caltex Lesmurdie",LESMURDIE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","18 Orchard Rd",ULP,"6,109","179.9",Caltex,"Caltex Maddington Truck Stop",MADDINGTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","182 Wanneroo Rd",ULP,"6,065","179.9",Caltex,"Caltex Madeley",MADELEY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1896 Beach Rd","Brand Diesel","6,090","229.9",Caltex,"Caltex Malaga",MALAGA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1896 Beach Rd","98 RON","6,090","205.9",Caltex,"Caltex Malaga",MALAGA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","105 Reserve Dr",ULP,"6,210","175.9",Caltex,"Caltex Mandurah",MANDURAH,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1182 South Western Hwy","Brand Diesel","6,258","231.9",Caltex,"Caltex Manjimup Roadhouse",MANJIMUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1182 South Western Hwy","98 RON","6,258","210.9",Caltex,"Caltex Manjimup Roadhouse",MANJIMUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","25 Meadow Springs Dr",PULP,"6,210","195.9",Caltex,"Caltex Meadow Springs","MEADOW SPRINGS","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","181-183 Todd St",PULP,"6,415","210.9",Caltex,"Caltex Merredin",MERREDIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","4 Hughie Edwards Dr",PULP,"6,030","193.9",Caltex,"Caltex Merriwa",MERRIWA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","22 Anchorage Dr",PULP,"6,030","193.9",Caltex,"Caltex Mindarie",MINDARIE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","22 Anchorage Dr","Brand Diesel","6,030","225.9",Caltex,"Caltex Mindarie",MINDARIE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","65 Roberts St",ULP,"6,510","197.9",Caltex,"Caltex Moora",MOORA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","65 Roberts St","Brand Diesel","6,510","239.9",Caltex,"Caltex Moora",MOORA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","81 Guildford Rd",PULP,"6,050","195.9",Caltex,"Caltex Mount Lawley","MOUNT LAWLEY","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","81 Guildford Rd","Brand Diesel","6,050","229.9",Caltex,"Caltex Mount Lawley","MOUNT LAWLEY","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","317 Albany Hwy","98 RON","6,330","211.9",Caltex,"Caltex Mt Melville","MOUNT MELVILLE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","7060 Great Eastern Hwy",PULP,"6,073","195.9",Caltex,"Caltex Mundaring",MUNDARING,"(blank)"
